"Data Import Template"
"Table:","Customer"
""
""
"Notes:"
"Please do not change the template headings."
"First data column must be blank."
"If you are uploading new records, leave the ""name"" (ID) column blank."
"If you are uploading new records, ""Naming Series"" becomes mandatory, if present."
"Only mandatory fields are necessary for new records. You can delete non-mandatory columns if you wish."
"For updating, you can update only selective columns."
"You can only upload upto 5000 records in one go. (may be less in some cases)"
""
"DocType:","Customer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","~","Allowed To Transact With","companies","","","~","Customer Credit Limit","credit_limits","","","","","~","Party Account","accounts","","","","","~","Sales Team","sales_team","","","","","","","~","Portal User","portal_users","",""
"Column Labels:","ID","Customer Name","Customer Type","Created On","Created By","Salutation","Customer Group","Territory","Gender","From Lead","From Opportunity","From Prospect","Account Manager","Billing Currency","Default Company Bank Account","Default Price List","Is Internal Customer","Represents Company","Market Segment","Industry","Customer POS id","Website","Print Language","Customer Details","Customer Primary Address","Primary Address","Customer Primary Contact","Mobile No","Email Id","Tax ID","Tax Category","Tax Withholding Category","Default Payment Terms Template","Loyalty Program","Loyalty Program Tier","Sales Partner","Commission Rate","Allow Sales Invoice Creation Without Sales Order","Allow Sales Invoice Creation Without Delivery Note","Is Frozen","Disabled","","ID","Company","Created On","Created By","","ID","Created On","Created By","Company","Credit Limit","Bypass Credit Limit Check at Sales Order","","ID","Company","Created On","Created By","Default Account","Advance Account","","ID","Sales Person","Created On","Created By","Contribution (%)","Contribution to Net Total","Commission Rate","Incentives","","ID","User","Created On","Created By"
"","""Hagos Ataklti""","Hagos Ataklti","Company","2024-06-28 12:28:01.688854","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Hailis Drug &Medical Supplies w/s""","Hailis Drug &Medical Supplies w/s","Company","2024-06-28 12:28:08.831568","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Halinas Pharmacy""","Halinas Pharmacy","Company","2024-06-28 12:28:08.710951","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Haramaya University""","Haramaya University","Company","2024-06-28 12:28:00.081827","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Harego Chemicals Manufacturere Plc""","Harego Chemicals Manufacturere Plc","Company","2024-06-28 12:27:59.925279","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Hawassa University Health Scienece Coll""","Hawassa University Health Scienece Coll","Company","2024-06-28 12:28:04.340092","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Hawi Pharmacy""","Hawi Pharmacy","Company","2024-06-28 12:28:13.230525","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Hayat Hospital Medical College Plc""","Hayat Hospital Medical College Plc","Company","2024-06-28 12:28:01.218460","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Hayome Pharmacy""","Hayome Pharmacy","Company","2024-06-28 12:28:02.112146","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""HBK IMPORT""","HBK IMPORT","Company","2024-06-28 12:28:13.633640","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Helix Lab""","Helix Lab","Company","2024-06-28 12:28:08.731876","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Henok Abebe""","Henok Abebe","Company","2024-06-28 12:28:10.808594","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Heparin Trading Plc""","Heparin Trading Plc","Company","2024-06-28 12:27:59.695059","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Herosons EMS Plc""","Herosons EMS Plc","Company","2024-06-28 12:27:59.483344","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Heyab Pharmacy""","Heyab Pharmacy","Company","2024-06-28 12:28:12.289581","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Hilda Pharmacy""","Hilda Pharmacy","Company","2024-06-28 12:28:10.225591","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Hill side School""","Hill side School","Company","2024-06-28 12:28:01.965590","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Hot Point""","Hot Point","Company","2024-06-28 12:27:59.512780","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Ibraist Pharmacy""","Ibraist Pharmacy","Company","2024-06-28 12:28:06.239274","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ICL""","ICL","Company","2024-06-28 12:28:04.106140","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""IDH- The Sustainable Trade Initiative""","IDH- The Sustainable Trade Initiative","Company","2024-06-28 12:28:06.748645","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""International Pharmacy""","International Pharmacy","Company","2024-06-28 12:28:05.605245","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Isochem Trading Plc""","Isochem Trading Plc","Company","2024-06-28 12:28:13.561787","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Isomer EMS PLC""","Isomer EMS PLC","Company","2024-06-28 12:28:03.899801","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Issachor Agro Plc""","Issachor Agro Plc","Company","2024-06-28 12:28:06.023380","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Jagol Pharmacy""","Jagol Pharmacy","Company","2024-06-28 12:28:05.055814","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Jigjiga University""","Jigjiga University","Company","2024-06-28 12:28:00.058252","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""JIJE Laboglass plc""","JIJE Laboglass plc","Company","2024-06-28 12:28:03.252819","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Julphar Pharmaceuticals Plc""","Julphar Pharmaceuticals Plc","Company","2024-06-28 12:28:06.638628","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Kab Mihret Pharmaceuticals""","Kab Mihret Pharmaceuticals","Company","2024-06-28 12:28:08.805329","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""KAMMAD PLC""","KAMMAD PLC","Company","2024-06-28 12:28:04.678852","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Kana Zegelila Pharmacy Dessie""","Kana Zegelila Pharmacy Dessie","Company","2024-06-28 12:28:05.257272","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Kandos Trading Plc""","Kandos Trading Plc","Company","2024-06-28 12:28:11.941147","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Karamara General  Hospital""","Karamara General  Hospital","Company","2024-06-28 12:28:09.084211","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Kazen Trading PLC""","Kazen Trading PLC","Company","2024-06-28 12:28:05.315091","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""KEBER BUSINESS TRADING""","KEBER BUSINESS TRADING","Company","2024-06-28 12:28:12.107943","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Kenema Pharmacy""","Kenema Pharmacy","Company","2024-06-28 12:28:03.719279","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Keto Pharmacy""","Keto Pharmacy","Company","2024-06-28 12:28:09.503929","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Kilitch Esto Biontech Plc""","Kilitch Esto Biontech Plc","Company","2024-06-28 12:28:08.409518","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Kilto Secondary School""","Kilto Secondary School","Company","2024-06-28 12:28:02.734774","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Kinfe Tesfaye Lewi Pharmacy""","Kinfe Tesfaye Lewi Pharmacy","Company","2024-06-28 12:28:08.252156","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Kirubel Getachew""","Kirubel Getachew","Company","2024-06-28 12:28:13.994218","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Koba Diary Farm""","Koba Diary Farm","Company","2024-06-28 12:28:09.797207","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Komari Beverage""","Komari Beverage","Company","2024-06-28 12:28:10.670578","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Kunifira Agro Processing Plc""","Kunifira Agro Processing Plc","Company","2024-06-28 12:28:01.483554","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Lab Tech Imp Tra. Inchem. Ind. Inp""","Lab Tech Imp Tra. Inchem. Ind. Inp","Company","2024-06-28 12:28:07.949416","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Labaid Trading PLC""","Labaid Trading PLC","Company","2024-06-28 12:28:05.136331","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Labchem Human Medicine & Medical Supp""","Labchem Human Medicine & Medical Supp","Company","2024-06-28 12:28:03.162992","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Labcom Trading Plc""","Labcom Trading Plc","Company","2024-06-28 12:28:00.771055","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Labtec Chemicals & Educational Supplies""","Labtec Chemicals & Educational Supplies","Company","2024-06-28 12:28:01.629958","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Labtrace Medical""","Labtrace Medical","Company","2024-06-28 12:28:11.256306","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Lancha Pharmacy""","Lancha Pharmacy","Company","2024-06-28 12:28:09.889847","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Lauret Chemical Trading PLC""","Lauret Chemical Trading PLC","Company","2024-06-28 12:28:10.376830","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""LEPTON IMPORT""","LEPTON IMPORT","Company","2024-06-28 12:28:09.196075","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Lidet Pharmacy""","Lidet Pharmacy","Company","2024-06-28 12:28:01.183713","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Lijome Chemical Boat Trading""","Lijome Chemical Boat Trading","Company","2024-06-28 12:28:13.509073","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Lion International Bank""","Lion International Bank","Company","2024-06-28 12:28:06.599783","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Lion Pharmacy S.C""","Lion Pharmacy S.C","Company","2024-06-28 12:28:02.021016","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Lions International Trading Plc""","Lions International Trading Plc","Company","2024-06-28 12:28:01.013999","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Lodge Fasil""","Lodge Fasil","Company","2024-06-28 12:28:01.456209","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Maedot Pharma W/S""","Maedot Pharma W/S","Company","2024-06-28 12:28:05.545071","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Mamo Kacha PLC""","Mamo Kacha PLC","Company","2024-06-28 12:28:10.490191","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Maranque Plants Plc""","Maranque Plants Plc","Company","2024-06-28 12:28:02.068230","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Maria Surgical center""","Maria Surgical center","Company","2024-06-28 12:28:12.144600","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Mark Youth Acadamey""","Mark Youth Acadamey","Company","2024-06-28 12:28:11.313535","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Martha Fisha""","Martha Fisha","Company","2024-06-28 12:28:04.054807","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Marvel Labtrading PLC""","Marvel Labtrading PLC","Company","2024-06-28 12:28:10.534253","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Matti pharmacy""","Matti pharmacy","Company","2024-06-28 12:28:03.779981","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Mayo Pharmacy""","Mayo Pharmacy","Company","2024-06-28 12:28:06.109531","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""MDE Bottling Plc""","MDE Bottling Plc","Company","2024-06-28 12:28:02.577681","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Meaza G/Medhin Import""","Meaza G/Medhin Import","Company","2024-06-28 12:28:08.001411","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Med-star Pharmacy""","Med-star Pharmacy","Company","2024-06-28 12:28:09.613425","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Medina Clinic""","Medina Clinic","Company","2024-06-28 12:28:05.030928","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Medisafe Manufacturing Plc""","Medisafe Manufacturing Plc","Company","2024-06-28 12:28:08.205989","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Medlab Chem import""","Medlab Chem import","Company","2024-06-28 12:28:11.351512","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Medlab Trading""","Medlab Trading","Company","2024-06-28 12:27:59.611721","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Megenagna Pharmaceuticals Plc""","Megenagna Pharmaceuticals Plc","Company","2024-06-28 12:28:01.751911","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Menilik II Health Science College""","Menilik II Health Science College","Company","2024-06-28 12:28:02.989823","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Menilik II Preparatory School""","Menilik II Preparatory School","Company","2024-06-28 12:28:03.025781","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Mesale Pharmacy""","Mesale Pharmacy","Company","2024-06-28 12:28:08.151926","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Mesfin Mengiste""","Mesfin Mengiste","Company","2024-06-28 12:28:06.770544","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Meslake Advertising""","Meslake Advertising","Company","2024-06-28 12:28:11.730163","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Michael Business Group""","Michael Business Group","Company","2024-06-28 12:28:04.081918","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Milla Smart Import Trade""","Milla Smart Import Trade","Company","2024-06-28 12:28:09.400467","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Mimo General Trading""","Mimo General Trading","Company","2024-06-28 12:28:06.718852","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Ministry of Water and Energy""","Ministry of Water and Energy","Company","2024-06-28 12:28:10.190337","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Mislab Trading""","Mislab Trading","Company","2024-06-28 12:28:10.716522","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""MLT Trading Plc""","MLT Trading Plc","Company","2024-06-28 12:28:00.288716","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""MMC""","MMC","Company","2024-06-28 12:27:59.583715","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Moha soft drink industry""","Moha soft drink industry","Company","2024-06-28 12:28:03.747905","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Molary Trading Plc""","Molary Trading Plc","Company","2024-06-28 12:28:00.567016","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""Moretech Industry Plc""","Moretech Industry Plc","Company","2024-06-28 12:28:07.918783","wuberst.sisay@fineto.fi","","","","","","","","","","","",0,"","","","","","en","","","","","","","","","","","","","",0.0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
